htid,title,author,year,source
mdp.39015009375299,The Tombs of Atuan,Ursula K. Le Guin,1971,laure
mdp.39015002289877,The Lathe of Heaven,Ursula K. Le Guin,1971,laure
mdp.39015022223617,The Warlord of the Air,Michael Moorcock,1971,laure
mdp.39015034646342,Grendel,John Gardner,1971,laure
mdp.39015011725648,The Tsaddik of the Seven Wonders,Isidore Haiblum,1971,laure
uc1.b4447026,The Shores of Another Sea,Chad Oliver,1971,laure
mdp.39076001173686,The Far Side of Evil,Sylvia Engdahl,1971,laure
ppt.ssfcbz201808000149,Pstalemate,Lester del Rey,1971,laure
mdp.39015046398726,The Futurological Congress,Stanisław Lem,1971,laure
mdp.39015030708724,Android at Arms,Andre Norton,1971,laure
ppt.ssfcbz202002001059,The Pastel City,M. John Harrison,1971,laure
mdp.39015047768992,The Wind Whales of Ishmael,Philip José Farmer,1971,laure
pst.000022953056,Andra,Louise Lawrence,1971,laure
mdp.39015063174026,Prostho Plus,Piers Anthony,1971,laure
uc1.b4098578,The Headless Cupid,Zilpha Keatley Snyder,1971,laure
mdp.39015011320770,The Cuckoo Tree,Joan Aiken,1971,laure
mdp.39015005658656,Travels in Nihilon,Alan Sillitoe,1971,laure
mdp.39015051851726,Another Roadside Attraction,Tom Robbins,1971,laure
mdp.39015000606932,Head to Toe,Joe Orton,1971,laure
mdp.39015004174259,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,1971,laure
uiug.30112117173531,The Committed Men,M. John Harrison,1971,laure
mdp.39015008471131,Prisoners of Power,Arkady Strugatsky & Boris Strugatsky,1971,laure
mdp.39015021939601,The Boy Who Had the Power,Jeff Sutton & Jean Sutton,1971,laure
ppt.ssfcbz202002001052,Cold War in a Country Garden,Lindsay Gutteridge,1971,laure
mdp.39015030712197,Destiny Doll,Clifford D. Simak,1971,laure
mdp.39015021494060,The Other,Thomas Tryon,1971,laure
mdp.39015048927233,Being There,Jerzy Kosinski,1971,laure
mdp.39015002824400,Briefing for a Descent Into Hell,Doris Lessing,1971,laure
uc1.$b451633,Meeting the Bear: Journal of the Black Wars,Lloyd Zimpel,1971,laure
mdp.39015013518785,Gray Matters,William Hjortsberg,1971,laure
mdp.39015057013834,Martyr,Brian R. Utley,1971,laure
mdp.39015008159397,The Day After Judgment,James Blish,1971,laure
ppt.ssfcbz201808000186,Pig World,Charles W. Runyon,1971,laure
mdp.39015008912571,The Edict,Max Ehrlich,1971,laure
mdp.39015000542467,Mutant 59: The Plastic Eaters,Gerry Davis & Kit Pedler,1971,laure
mdp.39015002750662,The Sword of the Golem,Abraham Rothberg,1971,laure
uc1.32106002167432,The Fall of New York,Miles Donis,1971,laure
inu.32000009247026,Wintersol,Eric Thacker & Anthony Earnshaw,1971,laure
mdp.39015051364977,The Late Great Creature,Brock Brower,1971,laure
uc1.32106018249240,The Kin of Ata Are Waiting for You,Dorothy Bryant,1971,laure
uc1.32106011412746,The Black Room,Colin Wilson,1971,laure
mdp.39015014582707,The Truth About Dragons: An Anti-Romance,Hazard Adams,1971,laure
uva.x000286118,Moonbase One,Raymond F. Jones,1971,laure
uc1.$b396602,The Trial of Christopher Okigbo,Ali A. Mazrui,1971,laure
mdp.39015031763769,The Throne of Saturn,Allen Drury,1971,laure
mdp.39015013007292,The Vertical Smile,Richard Condon,1971,laure
mdp.39015009106603,The King's Fountain,Lloyd Alexander,1971,laure
mdp.39015073377585,Demon's Coronation,"William J. Lambert, III",1971,laure
pst.000002669250,Short Visit to Ergon,E. M. Osborn,1971,laure
uiug.30112001473534,The Trudeau Papers,Ian Adams,1971,laure
uc1.32106005911463,2150 A.D.,Thea Alexander,1971,laure
mdp.39015033171003,Desperate Games,Pierre Boulle,1971,laure
mdp.39015004777192,The Shrinking of Treehorn,Florence Parry Heide,1971,laure
uva.x000489993,Drustan the Wanderer,Anna Taylor,1971,laure
mdp.39015016886007,Defiance: An American Novel,Oliver Lange,1971,laure
uc1.$b135528,Snoggle: A Story for Anybody Between 9 and 90,J. B. Priestley,1971,laure
uc1.$b794292,The Feast of the Wolf,Thomas Blackburn,1971,laure
mdp.39015061139401,The Satanic Mill,Otfried Preussler,1971,laure
uc1.b4422520,The Cloud Chamber,Dexter Masters,1971,laure
inu.39000003788895,Smith's Dream,C. K. Stead,1971,laure
wu.89052876588,Days with Diam: or Life at Night,Svend Åge Madsen,1971,laure
mdp.39015030751237,Ends,James Hughes,1971,laure
uc1.32106002117858,Nobody Knew They Were There,Evan Hunter,1971,laure
mdp.39015024086665,The Master of Miracle: A New Novel of the Golem,Sulamith Ish-Kishor,1971,laure
uva.x000498819,The Hermit,T. Lobsang Rampa,1971,laure
mdp.39015022199999,The Elixir,Robert Nathan,1971,laure
uc1.b4365435,Last Rites,Perry Michael Smith,1971,laure
uc1.$b805582,The Rose Rabbi,Daniel Stern,1971,laure
mdp.39015002759002,On Instructions of My Government,Pierre Salinger,1971,laure
mdp.39015002247164,Our Gang (Starring Tricky and His Friends),Philip Roth,1971,laure
uva.x030796214,The Waters of Aswan: Preconstruction of a Disaster,Michael Heim,1971,laure
mdp.39015012931187,The Bishop and the Devil,Ian Serraillier,1971,laure
txu.059173022945019,Blessings from Above,Arthur Tenorio,1971,laure
mdp.39015061466861,Gypsy in Amber,Martin Smith (I),1971,laure
ppt.ssfcbz201710000344,Driftglass / by Samuel R. Delaney,"Delany, Samuel R.",1971,temple
ppt.ssfcbz201808000120,The universe makers; science fiction today / by Donald A. Wollheim.,"Wollheim, Donald A.",1971,temple
ppt.ssfcbz202002001019,The Hunters of Jundagai,Kenneth Bulmer,1971,temple
ppt.ssfcbz202002001019,Project Jove,John Glasby,1971,temple
ppt.ssfcbz202002001066,Dark Planet,John Rackham,1971,temple
ppt.ssfcbz202002001066,The Herod Men,Nick Kamin,1971,temple
ppt.ssfcbz202002001111,The science fiction bestiary : nine stories of science fiction / edited by Robert Silverberg.,"Silverberg, Robert.",1971,temple
uva.x000277123,Flight of Exiles,Ben Bova,1972,laure
ppt.ssfcbz201808000116,Yesterday's Children,David Gerrold,1972,laure
mdp.39015008838560,The Godmakers,Frank Herbert,1972,laure
mdp.39015000654106,When Harlie Was One,David Gerrold,1972,laure
mdp.39015022652468,What Entropy Means to Me,Geo. Alec Effinger,1972,laure
mdp.39015020735745,Watership Down,Richard Adams,1972,laure
mdp.39015002154931,There Will Be Time,Poul Anderson,1972,laure
mdp.39015019165045,The Sheep Look Up,John Brunner,1972,laure
mdp.39015008587365,The Iron Dream,Norman Spinrad,1972,laure
inu.39000003775389,The Halloween Tree,Ray Bradbury,1972,laure
mdp.39015008727912,The Guns of Avalon,Roger Zelazny,1972,laure
mdp.39015020729649,The Gods Themselves,Isaac Asimov,1972,laure
mdp.39015008597224,The Fifth Head of Cerberus,Gene Wolfe,1972,laure
mdp.39015015390787,A Choice of Gods,Clifford D. Simak,1972,laure
pst.000050321674,The Crystal Gryphon,Andre Norton,1972,laure
mdp.39015005587061,The Dramaturges of Yan,John Brunner,1972,laure
mdp.39015008563424,The Tar-Aiym Krang,Alan Dean Foster,1972,laure
mdp.39015030150778,The End of the Dream,Philip Wylie,1972,laure
ppt.ssfcbz201808000117,A Darkness in My Soul,Dean R. Koontz,1972,laure
ppt.ssfcbz201808000119,Warlock,Dean R. Koontz,1972,laure
mdp.39015056891206,On the Symb-Socket Circuit,Kenneth Bulmer,1972,laure
ppt.ssfcbz201808000194,Empire of Two Worlds,Barrington J. Bayley,1972,laure
uva.x000618893,The Light That Never Was,"Lloyd Biggle, Jr.",1972,laure
mdp.39015013408599,The Song of Rhiannon,Evangeline Walton,1972,laure
ppt.ssfcbz201808000133,The Suiciders,J. T. McIntosh,1972,laure
mdp.39015013497337,Darkover Landfall,Marion Zimmer Bradley,1972,laure
mdp.39015011288076,Elric of Melniboné,Michael Moorcock,1972,laure
mdp.39015005169670,An Alien Heat,Michael Moorcock,1972,laure
pst.000011604587,The Terminal Man,Michael Crichton,1972,laure
pst.000033592794,Charlie and the Great Glass Elevator,Roald Dahl,1972,laure
inu.30000114180932,Conscience Interplanetary,Joseph Green,1972,laure
mdp.39015062119923,The Farthest Shore,Ursula K. Le Guin,1972,laure
uc1.32106014947151,The Farthest Shore,Ursula Le Guin,1972,laure
mdp.39015012309137,Breakfast in the Ruins: A Novel of Inhumanity,Michael Moorcock,1972,laure
inu.30000082136767,The Stepford Wives,Ira Levin,1972,laure
ppt.ssfcbz201808000111,Patterns of Chaos,Colin Kapp,1972,laure
ppt.ssfcbz201710000366,We Can Build You,Philip K. Dick,1972,laure
mdp.39015029482273,The Infernal Desire Machines of Doctor Hoffman,Angela Carter,1972,laure
mdp.39015022202728,Time's Last Gift,Philip José Farmer,1972,laure
mdp.39015005556777,Tarzan Alive: A Definitive Biography of Lord Greystoke,Philip José Farmer,1972,laure
mdp.39015053608470,Clone,Richard Cowper,1972,laure
inu.30000007095734,The Stainless Steel Rat Saves the World,Harry Harrison,1972,laure
mdp.39015002136904,The Witches of Worm,Zilpha Keatley Snyder,1972,laure
mdp.39015009366736,The Sunbird,Wilbur Smith,1972,laure
mdp.39015066065445,"Edwin Mullhouse: The Life and Death of an American Writer, 1943-1954, by Jeffrey Cartwright",Steven Millhauser,1972,laure
uc1.b4950766,The Prince,R. M. Koster,1972,laure
uva.x001489324,The Flesheaters,David Ireland,1972,laure
mdp.39015052394676,Rule Britannia,Daphne du Maurier,1972,laure
mdp.39015004194851,Midsummer Century,James Blish,1972,laure
uc1.32106001607370,The Ugly Swans,Arkady Strugatsky & Boris Strugatsky,1972,laure
uva.x000270728,Change Song,Lee Hoffman,1972,laure
mdp.39015008639851,Tunnel Through the Deeps,Harry Harrison,1972,laure
pst.000043827015,The Vision of Stephen,Lolah Burford,1972,laure
mdp.39015002157272,The Word for World Is Forest,Ursula K. Le Guin,1972,laure
mdp.39015024084710,The Mountain of Truth,Dale Carlson,1972,laure
mdp.39015064061685,End Zone,Don DeLillo,1972,laure
inu.32000009545106,Kuldesak,Richard Cowper,1972,laure
mdp.39015031213575,The Stardroppers,John Brunner,1972,laure
ppt.ssfcbz201808000175,Time Story,Stuart Gordon,1972,laure
ppt.ssfcbz201710000385,Wildsmith,Ron Goulart,1972,laure
ppt.ssfcbz201808000152,The City Machine,Louis Trimble,1972,laure
uiug.30112001322053,The Lord's Pink Ocean,David Walker,1972,laure
mdp.39015058254833,Bumsider,C. C. MacApp,1972,laure
mdp.39015061153022,Cybernia,Lou Cameron,1972,laure
mdp.39015050156861,Roadside Picnic,Arkady Strugatsky & Boris Strugatsky,1972,laure
mdp.39015016880570,Dear Illusion,Kingsley Amis,1972,laure
mdp.39015004158203,Captain Blackman,John A. Williams,1972,laure
inu.30000003139429,The Man Who Liked Women,Marc Brandel,1972,laure
mdp.39015000676802,A Report from Group 17,Robert C. O'Brien,1972,laure
ppt.ssfcbz201808000147,Mindmix,Leo P. Kelley,1972,laure
uc1.32106007559054,The Awdrey-Gore Legacy,Edward Gorey,1972,laure
mdp.39015005896322,Invisible Cities,Italo Calvino,1972,laure
uc1.b3451652,Triage,Leonard C. Lewin,1972,laure
mdp.39015041834006,Magog,Andrew Sinclair,1972,laure
mdp.39015002734344,Quake,Rudolph Wurlitzer,1972,laure
uc1.32106006501321,Hermes 3000,William Kotzwinkle,1972,laure
mdp.39015008208343,The Four Donkeys,Lloyd Alexander,1972,laure
uva.x000238464,Oedipus in Disneyland: Queen Victoria's Reincarnation As Superman,Hercules Molloy,1972,laure
mdp.39015011022830,The Marrow of the World,Ruth Nichols,1972,laure
mdp.39015046460583,The Breast,Philip Roth,1972,laure
mdp.39015002335092,Malevil,Robert Merle,1972,laure
wu.89035431774,If Britain Had Fallen,Norman Longmate,1972,laure
uc1.b4361924,"Ashes, Ashes, We All Fall Down",Irene Schram,1972,laure
uc1.32106011105001,The One-Man Army,Moacyr Scliar,1972,laure
uc1.b4951138,The Glory of Hera,Caroline Gordon,1972,laure
uc1.b3866263,Exploring New Ethics for Survival: The Voyage of the Spaceship Beagle,Garrett Hardin,1972,laure
inu.39000001614523,Dragon Under the Hill,Gordon Honeycombe,1972,laure
uc1.32106008820208,An Occurrence At Norman's Burger Castle,James D. Houston,1972,laure
mdp.39076001494314,The Haunted Mountain,Mollie Hunter,1972,laure
uc1.32106013676264,Saw,Steve Katz,1972,laure
pst.000011229322,Through the Earth,Clement Fezandié,1972,laure
inu.30000114176104,This Suitcase Is Going to Explode,Tom Ardies,1972,laure
mdp.39015000515224,Motorman,David Ohle,1972,laure
mdp.39015010749243,Magnifi-Cat,Carolyn Sheehan & Edmund Sheehan,1972,laure
mdp.39015011333385,Looking Forward to 1999,Louis Shores,1972,laure
pst.000053743145,Between Time and Timbuktu or Prometheus-5,"Kurt Vonnegut, Jr.",1972,laure
uc1.b3451697,Students of the Light: An Educational Odyssey,John Mann,1972,laure
uiug.30112002886759,The Second Coming,Thom Keyes,1972,laure
uc1.b3175404,The Tale of Don l'Orignal,Antonine Maillet,1972,laure
uc1.32106000777950,Golf in the Kingdom,Michael Murphy,1972,laure
uc1.32106009437333,Promised Land,Karel Schoeman,1972,laure
uc1.32106002188073,Canto for a Gypsy,Martin Smith (I),1972,laure
uc1.b4365411,The Case History of Comrade V.,James Park Sloan,1972,laure
mdp.39015005254274,The Sweet Taste of Burning,Paul Andréota,1972,laure
ppt.ssfcbz202002001036,The ruins of earth : an anthology of stories of the immediate future / edited by Thomas M. Disch.,,1972,temple
mdp.39015019954166,Ardor on Aros,Andrew J. Offutt,1973,laure
mdp.39015001817652,Today We Choose Faces,Roger Zelazny,1973,laure
mdp.39015014285210,To Die in Italbar,Roger Zelazny,1973,laure
uc1.32106010984570,Time Enough for Love: The Lives of Lazarus Long,Robert A. Heinlein,1973,laure
mdp.39015045637462,Breakfast of Champions,"Kurt Vonnegut, Jr.",1973,laure
uc1.32106012964117,Rendezvous with Rama,Arthur C. Clarke,1973,laure
mdp.49015000682998,The Man Who Folded Himself,David Gerrold,1973,laure
mdp.39015012412915,A Spaceship for the King,Jerry Pournelle,1973,laure
mdp.39015032019336,Traitor to the Living,Philip José Farmer,1973,laure
mdp.39015001749277,Hiero's Journey,Sterling E. Lanier,1973,laure
mdp.39015001537060,Hellstrom's Hive,Frank Herbert,1973,laure
mdp.39015066065254,Gravity's Rainbow,Thomas Pynchon,1973,laure
uc1.32106002023809,Frankenstein Unbound,Brian W. Aldiss,1973,laure
mdp.39015025116180,The Embedding,Ian Watson,1973,laure
mdp.39015019776312,Forerunner Foray,Andre Norton,1973,laure
mdp.39015056262788,Syzygy,Michael G. Coney,1973,laure
ppt.ssfcbz202002001026,Friends Come in Boxes,Michael G. Coney,1973,laure
pst.000068121068,Crash,J. G. Ballard,1973,laure
pst.000006253226,The Box Man,Kōbō Abe,1973,laure
mdp.39015005543049,The R-Master,Gordon R. Dickson,1973,laure
ppt.ssfcbz201710000393,Demon Seed,Dean R. Koontz,1973,laure
ppt.ssfcbz202002001072,The Haunted Earth,Dean R. Koontz,1973,laure
mdp.39015030842424,The Suns of Scorpio,Alan Burt Akers,1973,laure
mdp.39015019388431,Cage a Man,F. M. Busby,1973,laure
mdp.39015048691268,Operation Nuke,Martin Caidin,1973,laure
uva.x000450298,Sky Pirates of Callisto,Lin Carter,1973,laure
mdp.39015050979387,Pan Sagittarius,Ian Wallace,1973,laure
mdp.39015056818076,The Book of Rack the Healer,Zach Hughes,1973,laure
mdp.39015048902632,The Men Inside,Barry N. Malzberg,1973,laure
mdp.39015005474112,The Cat Who Wished to Be a Man,Lloyd Alexander,1973,laure
mdp.39015030734597,The Book of Paradox,Louise Cooper,1973,laure
mdp.39076001176655,A Wind in the Door,Madeleine L'Engle,1973,laure
ppt.ssfcbz202002001029,The Cloud Walker,Edmund Cooper,1973,laure
mdp.39015040105747,The Princess Bride,William Goldman,1973,laure
mdp.39015013291227,The Stone That Never Came Down,John Brunner,1973,laure
mdp.39015019978306,At the Narrow Passage,Richard C. Meredith,1973,laure
mdp.39015018620875,Cemetery World,Clifford D. Simak,1973,laure
uc1.32106013093742,Great Jones Street,Don DeLillo,1973,laure
mdp.39015022202736,The Other Log of Phileas Fogg,Philip José Farmer,1973,laure
mdp.39076002642440,Race Against Time,Piers Anthony,1973,laure
pst.000066172635,The Gift,Peter Dickinson,1973,laure
pst.000057208541,The House with a Clock in Its Walls,John Bellairs,1973,laure
uc1.32106005749269,Harvest Home,Thomas Tryon,1973,laure
mdp.39015002581497,Witch,Barbara Michaels,1973,laure
mdp.39015005136414,The Ghost of Thomas Kempe,Penelope Lively,1973,laure
mdp.39076006976737,The Dark Is Rising,Susan Cooper,1973,laure
mdp.49015002475193,For Want of a Nail: If Burgoyne Had Won at Saratoga,Robert Sobel,1973,laure
mdp.39015003687012,Joshua: Son of None,Nancy Freedman,1973,laure
ppt.ssfcbz202002001053,The Return,Isidore Haiblum,1973,laure
ppt.ssfcbz201808000173,The Tin Angel,Ron Goulart,1973,laure
uc1.b4088070,The Court of the Stone Children,Eleanor Cameron,1973,laure
mdp.39015018648389,The Lion of Boaz-Jachin and Jachin-Boaz,Russell Hoban,1973,laure
mdp.39015014515749,The Victorian Album,Evelyn Berckman,1973,laure
uc1.32106002161229,Regiment of Women,Thomas Berger (1924-2014),1973,laure
mdp.39015053628916,The Immortals,René Barjavel,1973,laure
uc1.b3965309,Ultimatum,Richard Rohmer,1973,laure
mdp.39015051177718,The Inferno,Fred Hoyle & Geoffrey Hoyle,1973,laure
mdp.39015024079314,The Hephaestus Plague,Thomas Page,1973,laure
uc1.b4951655,The Man Who Lived in Inner Space,Arnold Federbush,1973,laure
inu.30000114173879,Down Bound Train,Bill Garnett,1973,laure
uva.x000756102,The Lerios Mecca,Gene Lancour,1973,laure
uc1.32106005010043,Port of Saints,William S. Burroughs,1973,laure
mdp.39015054080638,Momo,Michael Ende,1973,laure
uc1.b4463824,The Bridge,D. Keith Mano,1973,laure
mdp.39015030711041,Tiger Rag,Kit Reed,1973,laure
uc1.b4357837,Mindfogger,Michael Rogers,1973,laure
mdp.39015046463462,The Castle of Crossed Destinies,Italo Calvino,1973,laure
mdp.39015037830539,Learning Processes with a Deadly Outcome,Alexander Kluge,1973,laure
mdp.39015013517852,Symbiography,William Hjortsberg,1973,laure
pst.000045361692,The Brothers Lionheart,Astrid Lindgren,1973,laure
mdp.39015012164540,The Towers of February,Tonke Dragt,1973,laure
inu.30000093039224,The Rain Goddess,Peter Stiff,1973,laure
mdp.39015000552284,Sweet Dreams,Michael Frayn,1973,laure
uva.x000527935,Japan Sinks,Sakyo Komatsu,1973,laure
mdp.39015005377505,The Animal Doctor,P. C. Jersild,1973,laure
inu.39000003395626,The Giants,J. M. G. Le Clézio,1973,laure
uva.x001123604,Hostage,Colin Mason,1973,laure
inu.32000006731154,How It All Ended. The Decline and Demise of the West As Reconstructed by Johann Sebastian Barberini in the Year of Our Lord 4776,Sergio Funaro,1973,laure
mdp.39015003681197,Jason and Medeia,John Gardner,1973,laure
mdp.39015002743329,Left On!: The Glorious Bourgeois Cultural Revolution,Harry Rositzke,1973,laure
mdp.39015033188643,The Birth of an Island,François Clément,1973,laure
mdp.39015008461330,The Camp of the Saints,Jean Raspail,1973,laure
mdp.39076000644695,The Remarkable Journey of Gustavus Bell,Gloria Skurzynski,1973,laure
uc1.32106002024120,The Finger and the Moon,Geoffrey Ashe,1973,laure
pst.000049267532,Crusade in Jeans,Thea Beckman,1973,laure
mdp.39015030372927,The Enchanters,Romain Gary,1973,laure
wu.89046623708,The Man Who Wanted to be Guilty,Henrik Stangerup,1973,laure
mdp.39015030703824,Urban the Ninth,Bruce Marshall,1973,laure
mdp.39015024855283,The Summer Meadows,Robert Nathan,1973,laure
txu.059173023656549,The Devil and Juan Pistolas,Madigan Piruli,1973,laure
